Date,AMZN,EQIX,FANG,GOOGL,MPC,UNH
2014-01-29,384.20001220703125,182.63999938964844,48.59000015258789,554.0140380859375,43.2599983215332,71.26000213623047
2014-01-30,403.010009765625,184.33999633789062,51.369998931884766,568.2632446289062,43.75,72.80000305175781
2014-01-31,358.69000244140625,185.1999969482422,51.97999954223633,591.0760498046875,43.525001525878906,72.27999877929688
2014-02-03,346.1499938964844,179.13999938964844,50.08000183105469,567.2822875976562,42.16999816894531,70.73999786376953
2014-02-04,347.95001220703125,183.99000549316406,51.63999938964844,569.649658203125,41.625,70.51000213623047
2014-02-05,346.45001220703125,181.00999450683594,52.959999084472656,572.1721801757812,41.154998779296875,70.81999969482422
2014-02-06,354.5899963378906,183.05999755859375,53.77000045776367,580.560546875,41.665000915527344,70.87000274658203
2014-02-07,361.0799865722656,186.30999755859375,56.720001220703125,589.309326171875,42.23500061035156,71.36000061035156
2014-02-10,360.8699951171875,189.92999267578125,57.52000045776367,587.0520629882812,41.2599983215332,69.73999786376953
2014-02-11,361.7900085449219,190.74000549316406,58.90999984741211,595.6856689453125,42.22999954223633,70.62000274658203
2014-02-12,349.25,190.75,57.970001220703125,593.93896484375,42.099998474121094,70.23999786376953
2014-02-13,357.20001220703125,191.85000610351562,58.88999938964844,600.550537109375,42.790000915527344,71.20999908447266
2014-02-14,357.3500061035156,193.24000549316406,59.650001525878906,602.0020141601562,43.85499954223633,73.5199966430664
2014-02-18,353.6499938964844,194.02000427246094,61.02000045776367,606.0460205078125,43.849998474121094,73.83000183105469
2014-02-19,347.3800048828125,192.6199951171875,61.040000915527344,601.7717895507812,43.5099983215332,73.55000305175781
2014-02-20,349.79998779296875,187.9499969482422,62.66999816894531,602.6576538085938,43.974998474121094,73.4800033569336
2014-02-21,346.760009765625,189.42999267578125,63.9900016784668,602.4974975585938,43.654998779296875,73.80999755859375
2014-02-24,351.7799987792969,189.7899932861328,64.80000305175781,606.8618774414062,44.060001373291016,76.01000213623047
2014-02-25,358.32000732421875,188.5,63.7400016784668,610.610595703125,44.94499969482422,75.31999969482422
2014-02-26,359.79998779296875,190.0,64.54000091552734,610.6956787109375,44.02000045776367,76.05999755859375
2014-02-27,360.1300048828125,191.85000610351562,63.88999938964844,610.2152099609375,42.07500076293945,76.0199966430664
2014-02-28,362.1000061035156,189.9600067138672,64.33000183105469,608.4334106445312,42.0,77.2699966430664
2014-03-03,359.7799987792969,189.47000122070312,64.41000366210938,601.9469604492188,41.685001373291016,77.0999984741211
2014-03-04,363.8999938964844,191.0500030517578,65.4800033569336,608.0630493164062,42.345001220703125,78.12999725341797
2014-03-05,372.3699951171875,192.02999877929688,64.04000091552734,609.73974609375,43.09000015258789,77.98999786376953
2014-03-06,372.1600036621094,193.77000427246094,62.7599983215332,610.4154052734375,44.7400016784668,77.63999938964844
2014-03-07,372.05999755859375,193.44000244140625,63.880001068115234,608.0029907226562,45.0,77.4000015258789
2014-03-10,370.5299987792969,192.27000427246094,63.029998779296875,606.3914184570312,45.540000915527344,77.87999725341797
2014-03-11,368.82000732421875,189.86000061035156,62.0099983215332,600.5955810546875,45.64500045776367,77.77999877929688
2014-03-12,370.6400146484375,190.25,63.15999984741211,604.2542724609375,47.25,77.5999984741211
2014-03-13,371.510009765625,181.7100067138672,63.36000061035156,595.1251220703125,46.275001525878906,77.01000213623047
2014-03-14,373.739990234375,183.08999633789062,63.58000183105469,586.9869995117188,46.9900016784668,75.69999694824219
2014-03-17,375.0400085449219,183.38999938964844,63.93000030517578,596.6466674804688,46.78499984741211,76.76000213623047
2014-03-18,378.7699890136719,183.19000244140625,65.68000030517578,606.2362060546875,47.06999969482422,78.0
2014-03-19,373.2300109863281,180.9499969482422,64.4000015258789,600.2252197265625,45.82500076293945,79.95999908447266
2014-03-20,368.9700012207031,181.44000244140625,65.19000244140625,599.17919921875,45.95500183105469,81.52999877929688
2014-03-21,360.6199951171875,180.33999633789062,64.22000122070312,592.1121215820312,45.345001220703125,81.33999633789062
2014-03-24,351.8500061035156,181.3000030517578,64.13999938964844,579.5445556640625,44.80500030517578,81.27999877929688
2014-03-25,354.7099914550781,182.5,64.29000091552734,579.93994140625,45.31999969482422,81.0999984741211
2014-03-26,343.4100036621094,180.69000244140625,64.88999938964844,566.5515747070312,44.54999923706055,81.54000091552734
2014-03-27,338.4700012207031,181.35000610351562,68.04000091552734,557.6976928710938,43.64500045776367,81.0199966430664
2014-03-28,338.2900085449219,184.02000427246094,69.69999694824219,560.6356201171875,43.834999084472656,81.62000274658203
2014-03-31,336.3699951171875,184.83999633789062,67.30999755859375,557.8128051757812,43.52000045776367,81.98999786376953
2014-04-01,342.989990234375,185.44000244140625,66.41000366210938,568.0130004882812,44.77000045776367,81.83999633789062
2014-04-02,341.9599914550781,184.44000244140625,68.97000122070312,568.1181030273438,43.58000183105469,81.61000061035156
2014-04-03,333.6199951171875,182.97999572753906,67.91000366210938,571.5,43.584999084472656,82.25
2014-04-04,323.0,179.0,67.25,545.25,43.54999923706055,81.52999877929688
2014-04-07,317.760009765625,177.05999755859375,65.16999816894531,540.6300048828125,42.540000915527344,81.08000183105469
2014-04-08,327.07000732421875,177.47999572753906,66.5999984741211,557.510009765625,41.95000076293945,80.66000366210938
2014-04-09,331.80999755859375,176.82000732421875,68.05999755859375,567.0399780273438,42.560001373291016,81.38999938964844
2014-04-10,317.1099853515625,173.35000610351562,65.62999725341797,546.6900024414062,42.26499938964844,79.98999786376953
2014-04-11,311.7300109863281,170.47999572753906,67.5999984741211,537.760009765625,41.64500045776367,78.94999694824219
2014-04-14,315.9100036621094,171.57000732421875,70.12000274658203,545.2000122070312,42.28499984741211,79.18000030517578
2014-04-15,316.0799865722656,174.13999938964844,69.08000183105469,548.7000122070312,43.290000915527344,79.51000213623047
2014-04-16,323.67999267578125,179.75,70.48999786376953,563.9000244140625,44.38999938964844,78.19000244140625
2014-04-17,324.9100036621094,178.97000122070312,73.33999633789062,543.3400268554688,44.95500183105469,75.77999877929688
2014-04-21,330.8699951171875,180.30999755859375,74.5199966430664,539.3699951171875,45.06999969482422,74.94999694824219
2014-04-22,329.32000732421875,180.49000549316406,74.26000213623047,545.5,45.19499969482422,75.76000213623047
2014-04-23,324.5799865722656,180.1199951171875,73.88999938964844,537.510009765625,45.41999816894531,75.33000183105469
2014-04-24,337.1499938964844,180.5399932861328,75.41999816894531,534.4400024414062,45.369998931884766,76.58999633789062
2014-04-25,303.8299865722656,180.1999969482422,71.44000244140625,523.0999755859375,45.3650016784668,75.66000366210938
2014-04-28,296.5799865722656,179.85000610351562,70.95999908447266,522.97998046875,46.459999084472656,75.73999786376953
2014-04-29,300.3800048828125,185.3800048828125,72.22000122070312,536.3300170898438,46.689998626708984,75.19999694824219
2014-04-30,304.1300048828125,187.80999755859375,71.94000244140625,534.8800048828125,46.474998474121094,75.04000091552734
2014-05-01,307.8900146484375,189.02000427246094,71.2699966430664,538.530029296875,47.720001220703125,74.94999694824219
2014-05-02,308.010009765625,186.8300018310547,73.7699966430664,533.8699951171875,47.875,75.02999877929688
2014-05-05,310.04998779296875,190.97000122070312,73.62999725341797,535.3300170898438,47.904998779296875,75.2300033569336
2014-05-06,297.3800048828125,188.25,73.25,522.5700073242188,48.345001220703125,75.26000213623047
2014-05-07,292.7099914550781,187.36000061035156,75.72000122070312,518.0,47.599998474121094,77.91000366210938
2014-05-08,288.32000732421875,188.27000427246094,71.76000213623047,520.1699829101562,46.39500045776367,76.88999938964844
2014-05-09,292.239990234375,190.60000610351562,71.23999786376953,526.6199951171875,45.64500045776367,76.94999694824219
2014-05-12,302.8599853515625,192.2899932861328,72.72000122070312,538.4299926757812,46.0099983215332,77.73999786376953
2014-05-13,304.6400146484375,193.9600067138672,73.7300033569336,541.5399780273438,45.880001068115234,78.04000091552734
2014-05-14,297.6199951171875,195.4499969482422,72.0199966430664,534.4099731445312,45.90999984741211,77.16999816894531
2014-05-15,295.19000244140625,195.9199981689453,69.43000030517578,529.1199951171875,44.95000076293945,76.4800033569336
2014-05-16,297.70001220703125,195.27000427246094,70.66999816894531,528.2999877929688,44.525001525878906,76.6500015258789
2014-05-19,296.760009765625,196.5500030517578,71.1500015258789,538.8300170898438,44.439998626708984,77.19999694824219
2014-05-20,301.19000244140625,193.52000427246094,70.16000366210938,540.3900146484375,44.314998626708984,76.66000366210938
2014-05-21,305.010009765625,194.6999969482422,72.70999908447266,549.7000122070312,43.845001220703125,77.72000122070312
2014-05-22,304.9100036621094,195.44000244140625,73.02999877929688,555.4500122070312,43.45500183105469,78.33999633789062
2014-05-23,312.239990234375,196.41000366210938,72.77999877929688,563.7999877929688,43.56999969482422,78.7699966430664
2014-05-27,310.82000732421875,198.1699981689453,71.47000122070312,574.8699951171875,43.474998474121094,79.11000061035156
2014-05-28,310.1600036621094,198.52000427246094,71.38999938964844,570.4500122070312,43.685001373291016,78.58000183105469
2014-05-29,313.7799987792969,199.55999755859375,75.0199966430664,570.5599975585938,44.904998779296875,79.37000274658203
2014-05-30,312.54998779296875,198.75,75.4800033569336,571.6500244140625,44.69499969482422,79.62999725341797
2014-06-02,308.8399963378906,200.07000732421875,76.11000061035156,564.3400268554688,44.86000061035156,79.47000122070312
2014-06-03,307.19000244140625,196.72000122070312,78.30000305175781,554.510009765625,44.04499816894531,79.87999725341797
2014-06-04,306.7799987792969,199.82000732421875,78.54000091552734,553.760009765625,43.91999816894531,80.51000213623047
2014-06-05,323.57000732421875,200.05999755859375,79.23999786376953,564.9299926757812,43.95000076293945,79.80000305175781
2014-06-06,329.6700134277344,201.97999572753906,81.08999633789062,566.030029296875,43.845001220703125,79.93000030517578
2014-06-09,327.5,201.6999969482422,82.0,570.72998046875,43.75,79.76000213623047
2014-06-10,332.4100036621094,201.97999572753906,82.33000183105469,568.2999877929688,42.845001220703125,79.80999755859375
2014-06-11,335.20001220703125,201.50999450683594,83.83999633789062,567.5,42.845001220703125,80.16999816894531
2014-06-12,325.9100036621094,202.75,84.69000244140625,559.5,43.32500076293945,79.44000244140625
2014-06-13,326.2699890136719,206.0399932861328,87.94999694824219,560.3499755859375,43.209999084472656,79.18000030517578
2014-06-16,327.6199951171875,206.80999755859375,89.9000015258789,552.2999877929688,42.935001373291016,78.0
2014-06-17,325.6199951171875,206.8699951171875,90.26000213623047,550.6199951171875,43.290000915527344,78.16999816894531
2014-06-18,334.3800048828125,208.58999633789062,90.33999633789062,560.6599731445312,44.31999969482422,79.20999908447266
2014-06-19,327.0,207.3000030517578,89.05000305175781,564.989990234375,44.810001373291016,80.51000213623047
2014-06-20,324.20001220703125,209.1999969482422,89.79000091552734,566.52001953125,44.80500030517578,81.41000366210938
2014-06-23,327.239990234375,209.0500030517578,91.41000366210938,574.2899780273438,44.4900016784668,81.48999786376953
2014-06-24,324.1600036621094,209.4600067138672,87.69000244140625,572.5399780273438,43.224998474121094,81.73999786376953
2014-06-25,327.44000244140625,208.39999389648438,90.55999755859375,585.9299926757812,40.48500061035156,82.33999633789062
2014-06-26,325.69000244140625,208.6699981689453,89.29000091552734,584.77001953125,40.46500015258789,82.29000091552734
2014-06-27,324.57000732421875,210.11000061035156,88.69000244140625,585.6900024414062,39.70000076293945,82.0
2014-06-30,324.7799987792969,210.08999633789062,88.80000305175781,584.6699829101562,39.03499984741211,81.75
2014-07-01,332.3900146484375,212.50999450683594,89.7699966430664,591.489990234375,39.30500030517578,81.88999938964844
2014-07-02,332.8500061035156,211.82000732421875,88.29000091552734,590.780029296875,39.939998626708984,82.48999786376953
2014-07-03,337.489990234375,212.99000549316406,88.80999755859375,593.0800170898438,40.45000076293945,83.3499984741211
2014-07-07,333.54998779296875,212.22000122070312,87.30999755859375,590.760009765625,39.73500061035156,82.22000122070312
2014-07-08,323.80999755859375,209.75,85.97000122070312,578.4000244140625,38.915000915527344,81.93000030517578
2014-07-09,329.9700012207031,212.58999633789062,87.29000091552734,583.3599853515625,39.04499816894531,82.73999786376953
2014-07-10,327.9200134277344,211.50999450683594,85.72000122070312,580.0399780273438,38.70500183105469,82.08000183105469
2014-07-11,346.20001220703125,211.41000366210938,84.20999908447266,586.6500244140625,39.43000030517578,82.87000274658203
2014-07-14,355.32000732421875,211.16000366210938,86.58999633789062,594.260009765625,39.040000915527344,84.2699966430664
2014-07-15,354.44000244140625,211.4600067138672,83.36000061035156,593.0599975585938,39.5099983215332,83.9000015258789
2014-07-16,355.8999938964844,210.00999450683594,85.48999786376953,590.6199951171875,39.21500015258789,83.76000213623047
2014-07-17,352.45001220703125,208.52999877929688,84.70999908447266,580.8200073242188,38.375,85.11000061035156
2014-07-18,358.6600036621094,210.6699981689453,86.66000366210938,605.1099853515625,38.45500183105469,85.5199966430664
2014-07-21,359.760009765625,210.3800048828125,87.98999786376953,598.4400024414062,37.96500015258789,85.05999755859375
2014-07-22,360.8399963378906,213.19000244140625,86.55999755859375,603.5700073242188,37.89500045776367,86.05000305175781
2014-07-23,358.1400146484375,215.50999450683594,87.8499984741211,605.1900024414062,38.30500030517578,85.94000244140625
2014-07-24,358.6099853515625,217.11000061035156,88.01000213623047,603.010009765625,38.71500015258789,85.68000030517578
2014-07-25,324.010009765625,218.00999450683594,85.69999694824219,598.0800170898438,39.290000915527344,84.68000030517578
2014-07-28,320.4100036621094,217.3300018310547,84.80000305175781,599.02001953125,38.89500045776367,85.75
2014-07-29,320.0,215.08999633789062,85.58999633789062,593.9500122070312,39.814998626708984,84.2699966430664
2014-07-30,322.510009765625,215.75,84.75,595.4400024414062,39.4900016784668,82.94999694824219
2014-07-31,312.989990234375,214.52000427246094,82.2300033569336,579.5499877929688,41.7400016784668,81.05000305175781
2014-08-01,307.05999755859375,211.3800048828125,80.0199966430664,573.5999755859375,41.78499984741211,81.48999786376953
2014-08-04,313.6499938964844,211.72999572753906,81.61000061035156,582.27001953125,42.23500061035156,82.2699966430664
2014-08-05,312.32000732421875,210.6199951171875,78.93000030517578,573.1400146484375,42.51499938964844,80.98999786376953
2014-08-06,313.8900146484375,208.9199981689453,78.5199966430664,574.489990234375,43.375,81.5
2014-08-07,311.45001220703125,209.60000610351562,76.58000183105469,571.8099975585938,43.25,79.26000213623047
2014-08-08,316.79998779296875,210.39999389648438,77.44999694824219,577.9400024414062,43.75,80.12000274658203
2014-08-11,318.3299865722656,211.3699951171875,77.48999786376953,577.25,43.54499816894531,79.87000274658203
2014-08-12,319.32000732421875,212.6300048828125,76.04000091552734,572.1199951171875,43.28499984741211,80.22000122070312
2014-08-13,326.2799987792969,214.8699951171875,77.18000030517578,584.5599975585938,43.71500015258789,81.51000213623047
2014-08-14,333.2099914550781,217.6300048828125,75.86000061035156,584.6500244140625,44.45500183105469,81.81999969482422
2014-08-15,333.6300048828125,216.9499969482422,78.44999694824219,583.7100219726562,44.540000915527344,81.47000122070312
2014-08-18,334.5299987792969,219.8800048828125,79.77999877929688,592.7000122070312,45.04499816894531,82.33999633789062
2014-08-19,335.1300048828125,220.6999969482422,80.0,597.1099853515625,45.79999923706055,83.47000122070312
2014-08-20,335.7799987792969,220.3800048828125,80.23999786376953,595.4099731445312,45.650001525878906,83.43000030517578
2014-08-21,332.9100036621094,223.5800018310547,80.73999786376953,592.4199829101562,45.029998779296875,83.7699966430664
2014-08-22,331.5899963378906,222.8000030517578,79.9800033569336,592.5399780273438,45.21500015258789,83.77999877929688
2014-08-25,334.0199890136719,221.69000244140625,81.4000015258789,590.5700073242188,45.29499816894531,84.23999786376953
2014-08-26,341.8299865722656,217.25,83.87999725341797,588.1199951171875,45.21500015258789,85.12000274658203
2014-08-27,343.17999267578125,217.3800048828125,82.5999984741211,583.0,45.095001220703125,86.37999725341797
2014-08-28,340.0199890136719,216.19000244140625,83.19999694824219,580.3200073242188,45.38999938964844,86.33999633789062
2014-08-29,339.0400085449219,218.25999450683594,86.3499984741211,582.3599853515625,45.505001068115234,86.68000030517578
2014-09-02,342.3800048828125,219.4499969482422,83.2300033569336,588.6300048828125,44.755001068115234,86.38999938964844
2014-09-03,339.0,219.25999450683594,83.83999633789062,589.52001953125,45.209999084472656,86.79000091552734
2014-09-04,345.95001220703125,218.66000366210938,79.5,593.1400146484375,45.48500061035156,87.05999755859375
2014-09-05,346.3800048828125,219.32000732421875,79.25,597.780029296875,45.814998626708984,87.75
2014-09-08,342.3399963378906,218.9199981689453,77.41999816894531,601.6300048828125,46.19499969482422,87.91000366210938
2014-09-09,329.75,216.7100067138672,76.45999908447266,591.969970703125,45.86000061035156,88.55999755859375
2014-09-10,331.3299865722656,217.77000427246094,76.80000305175781,593.4199829101562,45.21500015258789,87.25
2014-09-11,330.5199890136719,217.14999389648438,77.87000274658203,591.1099853515625,44.45000076293945,87.08000183105469
2014-09-12,331.19000244140625,216.72999572753906,76.55999755859375,584.9000244140625,43.43000030517578,86.18000030517578
2014-09-15,323.8900146484375,215.64999389648438,76.23999786376953,581.6400146484375,44.26499938964844,86.02999877929688
2014-09-16,327.760009765625,216.61000061035156,78.22000122070312,588.780029296875,44.09000015258789,87.16000366210938
2014-09-17,324.0,216.74000549316406,77.69999694824219,593.2899780273438,44.095001220703125,86.98999786376953
2014-09-18,325.0,219.11000061035156,76.18000030517578,597.27001953125,43.665000915527344,87.62999725341797
2014-09-19,331.32000732421875,217.47999572753906,75.55000305175781,605.4000244140625,44.31999969482422,87.80000305175781
2014-09-22,324.5,214.24000549316406,73.45999908447266,597.27001953125,43.040000915527344,87.7699966430664
2014-09-23,323.6300048828125,209.25999450683594,72.83999633789062,591.1799926757812,42.349998474121094,86.58999633789062
2014-09-24,328.2099914550781,210.08999633789062,74.30000305175781,598.4199829101562,42.244998931884766,88.20999908447266
2014-09-25,321.92999267578125,206.25999450683594,72.5999984741211,585.25,42.13999938964844,86.18000030517578
2014-09-26,323.2099914550781,209.7100067138672,73.63999938964844,587.9000244140625,42.505001068115234,86.5999984741211
2014-09-29,321.82000732421875,212.07000732421875,76.76000213623047,587.8099975585938,42.19499969482422,86.51000213623047
2014-09-30,322.44000244140625,212.47999572753906,74.77999877929688,588.4099731445312,42.334999084472656,86.25
2014-10-01,317.4599914550781,206.39999389648438,74.41000366210938,579.6300048828125,41.220001220703125,84.87999725341797
2014-10-02,318.4100036621094,204.66000366210938,75.27999877929688,580.8800048828125,40.474998474121094,84.9000015258789
2014-10-03,322.739990234375,208.77000427246094,73.0,586.25,40.40999984741211,86.0199966430664
2014-10-06,322.20001220703125,206.52000427246094,73.97000122070312,587.780029296875,40.439998626708984,85.08999633789062
2014-10-07,316.9800109863281,202.3300018310547,71.44999694824219,574.0999755859375,40.40999984741211,84.19000244140625
2014-10-08,322.70001220703125,206.69000244140625,73.12000274658203,583.739990234375,42.130001068115234,86.62000274658203
2014-10-09,315.3699951171875,200.6999969482422,69.2699966430664,570.8099975585938,40.900001525878906,84.94000244140625
2014-10-10,311.3900146484375,194.1199951171875,64.75,555.1900024414062,40.79499816894531,85.38999938964844
2014-10-13,306.45001220703125,192.89999389648438,59.209999084472656,544.75,39.90999984741211,83.94999694824219
2014-10-14,308.30999755859375,196.25999450683594,58.439998626708984,548.6900024414062,39.21500015258789,82.81999969482422
2014-10-15,305.9700012207031,193.39999389648438,59.97999954223633,540.72998046875,38.1349983215332,82.16000366210938
2014-10-16,302.8599853515625,192.24000549316406,63.119998931884766,536.9199829101562,39.224998474121094,85.38999938964844
2014-10-17,303.6400146484375,206.3800048828125,63.349998474121094,522.969970703125,39.625,88.18000030517578
2014-10-20,306.2099914550781,203.67999267578125,64.27999877929688,532.3800048828125,40.31999969482422,88.54000091552734
2014-10-21,315.3299865722656,207.0500030517578,67.48999786376953,538.030029296875,42.474998474121094,90.94999694824219
2014-10-22,312.9700012207031,200.4600067138672,64.19999694824219,542.6900024414062,41.78499984741211,89.7699966430664
2014-10-23,313.17999267578125,197.72999572753906,67.22000122070312,553.6500244140625,42.26499938964844,90.66000366210938
2014-10-24,287.05999755859375,194.8699951171875,67.23999786376953,548.9000244140625,42.89500045776367,91.63999938964844
2014-10-27,289.9700012207031,191.9600067138672,64.12999725341797,549.8800048828125,43.209999084472656,92.12999725341797
2014-10-28,295.5899963378906,193.00999450683594,67.77999877929688,558.9400024414062,44.560001373291016,92.63999938964844
2014-10-29,294.1199951171875,192.42999267578125,69.08000183105469,558.4500122070312,43.70500183105469,92.95999908447266
2014-10-30,299.07000732421875,207.3699951171875,67.68000030517578,560.27001953125,45.32500076293945,93.87999725341797
2014-10-31,305.4599914550781,208.89999389648438,68.44000244140625,567.8699951171875,45.45000076293945,95.01000213623047
2014-11-03,305.7200012207031,210.82000732421875,67.38999938964844,563.77001953125,45.810001373291016,94.86000061035156
2014-11-04,302.80999755859375,210.74000549316406,63.63999938964844,564.1900024414062,45.314998626708984,94.9800033569336
2014-11-05,296.5199890136719,212.85000610351562,65.01000213623047,555.9500122070312,45.35499954223633,95.80000305175781
2014-11-06,296.6400146484375,214.8699951171875,65.81999969482422,551.6900024414062,46.564998626708984,96.20999908447266
2014-11-07,299.8599853515625,214.02999877929688,69.48999786376953,551.8200073242188,47.040000915527344,93.61000061035156
2014-11-10,305.1099853515625,218.02999877929688,66.5999984741211,558.22998046875,47.04999923706055,94.75
2014-11-11,312.010009765625,222.0,67.5,561.2899780273438,47.314998626708984,95.69000244140625
2014-11-12,311.510009765625,222.19000244140625,64.80999755859375,558.25,47.505001068115234,95.68000030517578
2014-11-13,316.4800109863281,221.97000122070312,64.76000213623047,556.4400024414062,46.775001525878906,95.9000015258789
2014-11-14,327.82000732421875,222.08999633789062,67.79000091552734,555.1900024414062,46.189998626708984,95.11000061035156
2014-11-17,323.04998779296875,224.27000427246094,63.720001220703125,546.6400146484375,46.255001068115234,96.47000122070312
2014-11-18,324.92999267578125,225.11000061035156,64.37000274658203,544.510009765625,46.939998626708984,98.19000244140625
2014-11-19,326.5400085449219,225.67999267578125,65.12999725341797,547.2000122070312,46.900001525878906,96.86000061035156
2014-11-20,330.5400085449219,222.57000732421875,67.20999908447266,543.760009765625,47.58000183105469,96.8499984741211
2014-11-21,332.6300048828125,223.67999267578125,69.73999786376953,545.8900146484375,48.459999084472656,96.70999908447266
2014-11-24,335.6400146484375,224.5,68.08999633789062,547.47998046875,48.060001373291016,96.9000015258789
2014-11-25,335.0400085449219,226.52999877929688,67.02999877929688,549.22998046875,47.619998931884766,97.9000015258789
2014-11-26,333.57000732421875,226.4600067138672,64.87999725341797,547.72998046875,47.834999084472656,98.11000061035156
2014-11-28,338.6400146484375,227.1699981689453,56.400001525878906,549.0800170898438,45.04499816894531,98.62999725341797
2014-12-01,326.0,224.17999267578125,55.810001373291016,539.6500244140625,45.39500045776367,99.05999755859375
2014-12-02,326.30999755859375,225.41000366210938,57.84000015258789,538.5900268554688,47.06999969482422,99.83000183105469
2014-12-03,316.5,227.8699951171875,59.86000061035156,536.969970703125,48.0099983215332,100.80000305175781
2014-12-04,316.92999267578125,230.44000244140625,58.47999954223633,542.5800170898438,48.334999084472656,99.66999816894531
2014-12-05,312.6300048828125,231.67999267578125,58.790000915527344,528.0800170898438,46.07500076293945,100.33000183105469
2014-12-08,306.6400146484375,229.00999450683594,54.79999923706055,530.72998046875,44.36000061035156,99.91999816894531
2014-12-09,312.5,229.86000061035156,56.68000030517578,536.1099853515625,44.380001068115234,101.0199966430664
2014-12-10,305.8399963378906,229.72999572753906,53.650001525878906,528.0399780273438,42.529998779296875,99.08999633789062
2014-12-11,307.3599853515625,232.25,53.11000061035156,532.1099853515625,41.939998626708984,99.7300033569336
2014-12-12,307.32000732421875,226.3300018310547,52.470001220703125,521.510009765625,41.599998474121094,98.76000213623047
2014-12-15,306.07000732421875,221.86000061035156,53.40999984741211,515.8400268554688,40.685001373291016,98.2699966430664
2014-12-16,295.05999755859375,220.02000427246094,55.84000015258789,498.1600036621094,41.099998474121094,95.8499984741211
2014-12-17,298.8800048828125,224.6699981689453,58.970001220703125,506.45001220703125,42.3650016784668,99.13999938964844
2014-12-18,297.7300109863281,228.1999969482422,59.58000183105469,514.6199951171875,42.01499938964844,102.23999786376953
2014-12-19,299.8999938964844,234.10000610351562,62.560001373291016,520.0399780273438,43.599998474121094,102.48999786376953
2014-12-22,306.5400085449219,233.60000610351562,61.06999969482422,532.2999877929688,43.64500045776367,103.04000091552734
2014-12-23,306.2900085449219,231.97999572753906,61.70000076293945,538.77001953125,44.189998626708984,102.8499984741211
2014-12-24,303.0299987792969,233.16000366210938,60.18000030517578,536.9299926757812,44.310001373291016,102.68000030517578
2014-12-26,309.0899963378906,232.75999450683594,60.40999984741211,541.52001953125,44.86000061035156,102.55000305175781
2014-12-29,312.0400085449219,229.97999572753906,60.380001068115234,537.3099975585938,45.529998779296875,102.33000183105469
2014-12-30,310.29998779296875,229.67999267578125,59.869998931884766,535.280029296875,45.31999969482422,102.8499984741211
2014-12-31,310.3500061035156,226.72999572753906,59.779998779296875,530.6599731445312,45.130001068115234,101.08999633789062
2015-01-02,308.5199890136719,226.64999389648438,59.93000030517578,529.5499877929688,45.81999969482422,100.77999877929688
2015-01-05,302.19000244140625,224.32000732421875,57.279998779296875,519.4600219726562,44.54499816894531,99.12000274658203
2015-01-06,295.2900085449219,219.42999267578125,57.369998931884766,506.6400146484375,44.10499954223633,98.91999816894531
2015-01-07,298.4200134277344,220.14999389648438,58.25,505.1499938964844,44.470001220703125,99.93000030517578
2015-01-08,300.4599914550781,222.77999877929688,61.09000015258789,506.9100036621094,45.51499938964844,104.69999694824219
2015-01-09,296.92999267578125,216.88999938964844,61.84000015258789,500.7200012207031,44.244998931884766,103.72000122070312
2015-01-12,291.4100036621094,216.8800048828125,59.470001220703125,497.05999755859375,42.709999084472656,102.55000305175781
